,index,arg_id,prev_arg_id,Argument,Concern1,Concern2,depth,Concern3,Concern4,Concern5
631,116,Depth5_282,Depth4_223,it was free when i was a student so this is wrong . why should the new generation be denied the opportunities that were offered to me ?,free,,5,,,
632,117,Depth5_284,Depth4_235,that may only be sufficient to cover the cost of the degree and no living costs . if student fees were abolished and a student needed to take out a loan they could use that money to pay for their living costs and continue with the degree .,loan,,5,,,
633,118,Depth5_285,Depth4_235,"however , some people may never be able to get a job to pay off their debts due to varying circumstances . they will have to live with this burden on their shoulders for the rest of their lives .",job,debt,5,,,
634,119,Depth5_287,Depth4_235,you are then encouraging people to live beyond their means and face a long term debt . the cost of housing is another burden to young people leaving university and it can all seem too much .,debt,,5,,,
635,120,Depth5_289,Depth4_245,a degree no longer ensures that someone will end up in a high paying job . many graduates with degrees end up in low paid work in the current economy which has never fully recovered since the financial crisis .,job,,5,,,
636,121,Depth5_292,Depth4_245,"the degree is an extra qualification which can help with acquiring a job , but there are many over qualified people working in lower grade jobs as there are not enough graduate jobs for all students .",job,,5,,,
637,122,Depth5_294,Depth4_256,that has nothing to do with the original argument that a student may never pay back their loan which will result in it being written off by the government .,loan,government,5,,,
638,123,Depth5_297,Depth4_256,a lot of people never fully pay back the loan and some have no intention of doing so . the government has to allow for these losses and the administrative time involved in running the loan system .,loan,government,5,,,
639,124,Depth5_298,Depth4_269,"you can not do this ! you can not make paying for university contingent on people being able to work while studying , or getting scholarships , or any of that . people need access , they need to be treated equitably , and not be judged on talent which is subjective and unhelpful anyway .",access,scholarship,5,,,
640,125,Depth5_303,Depth4_279,"the government have a responsibility , it is not up to banks , it should not be .",government,,5,,,
641,126,Depth5_304,Depth4_279,banks would likely impose even higher rates of interest which would be unsustainable and they may also reject a large number of students given their financial circumstances .,interest,,5,,,
642,127,Depth5_307,Depth4_279,i don't think that the banks would approve loans to everyone that the government supports as they wouldn't be prepared to take the risk . this would make a university education less available .,loan,government,5,,,
643,128,Depth5_311,Depth4_290,"more jobs rely on having a degree , meaning it isn't seen as worthwhile to get one . however , many people struggle financially through uni and fight to maintain a job .",job,,5,,,
644,129,Depth5_312,Depth4_290,personal debt can have huge negative consequences in a person's life . it is not a habit that we should be encouraging . if a person is intelligent enough to go to university they should have the opportunity to do so and to reap the benefits .,debt,,5,,,
645,130,Depth5_314,Depth4_236,if uni fees were abolished then there would be less worry about paying off student loans and any extra income earned could go toward living and studying expenses .,loan,,5,,,
646,131,Depth5_318,Depth4_251,people should not be taxed for trying to improve themselves through education . the university fees and loan interest rate should be comparative to the average labour market rates .,interest,loan,5,,,
647,132,Depth5_320,Depth4_251,a student loan isnt like a normal loan where it is not based on income therefore i dont think its that big of a deal,loan,,5,,,
648,133,Depth5_321,Depth4_251,"surely it would be more beneficial to the government to lower tuition fees and guarantee that they will get the money back , rather than not knowing how much will be paid back by each person",government,,5,,,
649,134,Depth5_325,Depth4_267,i think the parents should encourage it and the loan teaches about budgeting and managing money,loan,,5,,,
650,135,Depth5_326,Depth4_267,"there are stigmas against loans , and many people see them as a bad thing , so in creating a loan , it means that a group of society who oppose loans , will be removed from those able and willing to go to university",society,loan,5,,,
651,136,Depth5_328,Depth4_271,the current labour market and according salary does not provide for most students to pay their loan back . this is made worse by the high interest rate,interest,loan,5,,,
652,137,Depth5_331,Depth4_271,"that 's a very narrow minded argument , and one that does not take into consideration the different opportunities that people are faced with . a `` well paid job '' often comes as the result of who you or your parents know and your social connections , rather than just hard work .",job,,5,,,
653,138,Depth5_332,Depth4_271,it 's very easy to get into a uni these days and many people go for the experience and thus do n't necessarily get well paid jobs and then do n't pay the loans back .,loan,job,5,,,
654,139,Depth5_334,Depth4_287,uni fees should be done away with and taxes should be increased slightly so as to increase the money the government receives without affecting society too much .,society,government,5,tax,,
655,140,Depth5_335,Depth4_287,i dont think it should be down to taxes to raise it otherwise its not fair on others,tax,,5,,,
656,141,Depth5_337,Depth4_287,then it might encourage parts of society that have historically not gone to uni to go uni to go and take advantage whilst the upper classes can pay more tax and it can be a bonus for the lower classes .,society,tax,5,,,
657,142,Depth5_338,Depth4_291,students from low income families and minority groups struggle to access education and the funding routes available to them . the student loan process is complex and not fully explained .,family,loan,5,access,,
658,143,Depth5_339,Depth4_292,getting rid of uni fees means that people can do a uni course purely for interest not because they want to get a high paying job in that field and pay back the loan .,interest,loan,5,job,,
659,144,Depth5_342,Depth4_295,there are also more people dropping out than ever even mature students and i have had first hand experience of this and seeing single mature mothers struggling and dropping out when all they want is to better their family 's lives,family,,5,,,
660,145,Depth5_345,Depth4_238,however the stress of managing debt is an additional burden that students are unable to deal with,debt,,5,,,
661,146,Depth5_348,Depth4_253,people are not going to university because they can't afford to attend and there families are unable to financially support them,family,afford,5,,,
662,147,Depth5_351,Depth4_253,some loans are impossible to pay and the student carries it with it for several years,loan,,5,,,
663,148,Depth5_352,Depth4_253,by making university fee's free the uk will have a higher percentage of skilled/qualified workers . this in turn being higher earners who pay more tax .,free,tax,5,,,
664,149,Depth5_353,Depth4_268,teenagers might not pursue the career they want because they are talked out of taking a loan out,loan,career,5,,,
665,150,Depth5_355,Depth4_268,"debt remains a stigma amongst those without financial means , society should not be encouraging such practice",society,debt,5,,,
666,151,Depth5_357,Depth4_268,making university fee's free is one less burden to consider making it much easier for people to attend in the first place .,free,,5,,,
667,152,Depth5_358,Depth4_273,some families can't support their child to go to uni because they have to provide money before they even receive there loan which can put a massive strain on families,family,loan,5,,,
668,153,Depth5_360,Depth4_273,graduates should be in a position to earn more and therefore better able to repay the loan,loan,,5,,,
669,154,Depth5_362,Depth4_273,free university fee's gives our country more qualified and professional workers who will pay back society by passing on knowledge and of course paying a higher rate of tax .,society,free,5,tax,,
670,155,Depth5_363,Depth4_288,"you need degrees for professions such as a doctor which provide good to the country , surely the service they provide should be good enough to pay slightly higher taxes",tax,,5,,,
671,156,Depth5_365,Depth4_288,improving the whole of society through cheaper education funded by higher taxes benefits the many rather than the few,society,tax,5,,,
672,157,Depth5_367,Depth4_288,there are certain sectors of the nhs that are desperate for trained professionals which we don't seem to have enough of . making university free could increase the amount of doctors and nurses we have in this country .,free,,5,,,
673,158,Depth5_368,Depth4_292,"people don't have access to the same possibilities such as university because they can't even afford to go , such as having to pay deposits and the right equipment needed for university",afford,access,5,,,
674,159,Depth5_369,Depth4_292,the government should be making sure our children do n't end up in debt before they even got on the working ladder,government,debt,5,,,
675,160,Depth5_372,Depth4_292,a disadvantaged person could be changed into an advantaged one just by doing one simple thing - making university fee's free ! a true gift to empower people .,free,,5,,,
676,161,Depth5_376,Depth4_295,some people leave university and do not obtain a higher paying job despite having gained a degree . they are then saddled with a debt that they might never be able to repay .,job,debt,5,,,
677,162,Depth5_377,Depth4_295,a small individual increase in tax would not effect the lifestyle of the working class/professional workforce and if anything would provide a more educated workforce as a whole .,tax,,5,,,
678,163,Depth5_381,Depth4_303,i agree that it is good for students to have part time jobs while studying but there are times during a degree when the workload is such that there is n't any spare time to keep a part time job .,job,,5,,,
679,164,Depth5_384,Depth4_315,the need to repay loans once income reaches a certain level could act as a disincentive for graduates to get ahead .,loan,,5,,,
680,165,Depth5_386,Depth4_315,"even those with good degrees can struggle to find a well paid job and some work in sectors that pay less , for example charities or social enterprises .",job,,5,,,
681,166,Depth5_387,Depth4_315,a student from a working class/poorer family can not afford to gamble with their future on the off chance that they may or may not land a professional role directly after university .,family,afford,5,,,
682,167,Depth5_391,Depth4_325,it may indeed help them to get a better job but that is not guaranteed and no one knows what the future holds .,job,,5,,,
683,168,Depth5_394,Depth4_336,"they should have a range of options , and base their decision on what is best for their career development without having to factor in cost .",career,,5,,,
684,169,Depth5_396,Depth4_336,many degrees do n't lead automatically to a job but if it is an area that a student is particularly interested they will have more motivation to study and obtain a good degree .,job,,5,,,
685,170,Depth5_398,Depth4_341,not everyone can do or be in a position to study abroad take on a part time job and study and there will only be a limited funds and scholarship s,scholarship,job,5,,,
686,171,Depth5_399,Depth4_341,scholarships are unfortunately in short supply and other those most gifted are able to access them,access,scholarship,5,,,
687,172,Depth5_402,Depth4_341,a degree may not be for everyone but access the university level education and information should be and gating this behind an arbitrary pay wall is absurd and backwards .,access,,5,,,
688,173,Depth5_406,Depth4_298,people shouldn't settle for small salaries they should want the bigger salaries from the harder degrees and that means more of the money will be taken through loans,loan,,5,,,
689,174,Depth5_408,Depth4_308,a degree may not be a right but some people may be desperate for one but have no ways to afford it . i dont think people should lose out on going to university just because of their financial issues,afford,,5,,,
690,175,Depth5_412,Depth4_308,students should n't have this argument with themselves knowing that if they want a degree etc they have to get into debt so it isnt really an option,debt,,5,,,
691,176,Depth5_417,Depth4_318,not all students that finish university end up with a good job i have known students who have a degree but can not get a job,job,,5,,,
692,177,Depth5_420,Depth4_327,students from poorer backgrounds are already at a disadvantage to those from richer ones . getting into further debt just exacerbates that .,debt,background,5,,,
693,178,Depth5_425,Depth4_338,suitable jobs that fit around your studies are hard to come by and will necessarily leave less time for study .,job,,5,,,
694,179,Depth5_426,Depth4_338,you will be worried because the loan is constantly increasing and even when the payments start to go down it never really will be because of the constant compounding interest,interest,loan,5,,,
695,180,Depth5_427,Depth4_338,students surely should n't have this worry over their heads i have known a student to commit suicide because of the debt they are in so i will never agree,debt,,5,,,
696,181,Depth5_431,Depth4_343,a part time job might not pay for expenses living in expensive areas like london,job,,5,,,
697,182,Depth5_433,Depth4_301,"the interest and fees are lifelong for many students . it would be a burden for anyone to have a lifelong , large loan .",interest,loan,5,,,
698,183,Depth5_434,Depth4_301,only the few who end up with higher paying jobs with will be able to pay back without affecting there day to day living,job,,5,,,
699,184,Depth5_436,Depth4_301,students tend to look to those before them and see that many are still in debt after a few years of graduating thus hindering them from taking loans for a business .,loan,debt,5,,,
700,185,Depth5_440,Depth4_312,"but what if someone gets a lower paid , but really worthwhile job - such as primary school teacher , nurse , or charity worker - all of which often require a degree but are terribly underpaid as a sector ?",job,,5,,,
701,186,Depth5_445,Depth4_321,"scholarships and fee waivers are incredibly competitive and often don't take into account the cost of living , only fees . plus , if brexit happens , other eu countries won't be a cheaper alternative for uk residents .",scholarship,,5,,,
702,187,Depth5_449,Depth4_330,a loan puts unnecessary pressure on students and is not a precursor for motivation . students must be self motivated to do well .,loan,,5,,,
703,188,Depth5_451,Depth4_330,"all research shows that debt adds a huge amount of stress to the debtor - there are no mental benefits really , i don't think that it would help their focus , only hinder it .",debt,,5,,,
704,189,Depth5_454,Depth4_339,"once the student gets a job , the amount repayable may be significant depending on the salary , it could have huge impacts on lifestyle .",job,,5,,,
705,190,Depth5_456,Depth4_339,"the loan is means assessed ( based on parental income ) but is limited in how well it reflects the support parents can actually offer , and so the awarded loan amount often falls far short of the fee and living costs .",loan,,5,,,
706,191,Depth5_457,Depth4_339,then that will be a debt that stays with person hindering the person from getting others loans .,loan,debt,5,,,
707,192,Depth5_458,Depth4_339,"except it isn't ! some children have already discounted going to university before they're even eligible due to the associated cost , when they can be helping to bring money into the family rather than burden themselves with debt they have no guarantee of paying off .",family,debt,5,,,
708,193,Depth5_460,Depth4_349,it is also being part of a citizen to have a right to free education regardless,free,,5,,,
709,194,Depth5_461,Depth4_349,"what about key workers like nurses and midwives who have to have a degree level education in order to work in those jobs , but there are now no subsidies or bursaries available ? why not increase tax to cover university education ?",job,tax,5,,,
710,195,Depth5_462,Depth4_349,government spending on foreign policy is to high to justify it as being a citizen .,government,,5,,,
711,196,Depth5_464,Depth4_353,if the government was to cut all university fee 's we would see a rise in drop outs and students who do not wish to study . students who do not have to pay would be lazy and unaccomplished in their studies,government,,5,,,
712,197,Depth5_467,Depth4_353,"every society needs individuals that have been educated to a high level and to help social mobility , an individual 's socioeconomic background should not affect their ability to be educated to the highest level if they show talent . the government needs to invest in young people and higher education .",society,government,5,background,,
713,198,Depth5_472,Depth4_368,saddling young people with a 50 thousand pound debt before they even start their adult lives in employment is totally unfair . at the moment people with intellect and talent that could do society a great service are being put off from going to university .,society,debt,5,,,
714,199,Depth5_474,Depth4_380,saving the economy should be greatly helped via the government and not lining the pockets of the rich to make them richer and the poor poorer,government,,5,,,
715,200,Depth5_476,Depth4_380,if the aim of going to university was to increase earnings paying a large amount of that back from their wage packet seems counter intuitive from the main aim of a higher paid career,career,,5,,,
716,201,Depth5_477,Depth4_380,"they are enormous pressures on young people these days . for example , the lack of housing and high house prices and rents . childcare costs too are prohibitive . why burden them with enormous debt as well .",debt,,5,,,
717,202,Depth5_479,Depth4_389,"being in debt your whole life is a daunting thing , nobody wants to take a job where they have to lose pay due to previous studying to get that job in the first place .",job,debt,5,,,
718,203,Depth5_482,Depth4_389,the vast majority of people do n't need a huge student debt as an incentive to find work .,debt,,5,,,
719,204,Depth5_483,Depth4_389,"your future master will not have a choice but to pay off their debt . to earn enough to invest in their future , they must also have to pay back the loan , delaying their savings .",loan,debt,5,,,
720,205,Depth5_484,Depth4_403,society would be a better place if everyone had access to the same free education,society,free,5,access,,
721,206,Depth5_486,Depth4_403,but if you make the education free the people who get the grades but are put off by the price may decide to go to university and persue the degrees that may increase their chance of getting into a trained career instead of a lower paid job .,free,job,5,career,,
722,207,Depth5_488,Depth4_403,a large proportion of people will never need to use the nhs or police to the level they have paid in taxed for them but are still happy to pay as it 's benefits society as well as the individual .,society,,5,,,
723,208,Depth5_489,Depth4_412,"you would not be able to live , should you study full time , work full time but get all your money taken back in tax for something that helped get them where they are today",tax,,5,,,
724,209,Depth5_490,Depth4_412,loans still rack up significant interest and is still stressful to have even if you do not earn enough to pay them off . they are constantly there .,interest,loan,5,,,
725,210,Depth5_492,Depth4_412,i think if people really understood the financial ramifications there would be significantly less people from poorer backgrounds going to university .,background,,5,,,
726,211,Depth5_495,Depth4_357,"although i do agree the money would be better spent elsewhere , for key subjects that would support the economy should be free from tuition fees e.g engineering , education , nursing , medicine",free,,5,,,
727,212,Depth5_498,Depth4_357,"education is a human right . access to healthcare is too ; however , private healthcare exists and is available , while private education is more privileged and exclusive .",access,,5,,,
728,213,Depth5_499,Depth4_369,people do n't know that there is support and people in government do n't tell you unless they asked a pacific question,government,,5,,,
729,214,Depth5_500,Depth4_369,"under the age of 19 , additional means tested support could be funded for apprenticeships to support the families of children taking on board these schemes . apprenticeships still pay whereas a degree costs .",family,,5,,,
730,215,Depth5_508,Depth4_382,"however , unknown to many , interest is applied on top of student loans . it should be more explicit that this applies as it means students are paying for more than the true value of their education .",interest,loan,5,,,
731,216,Depth5_512,Depth4_390,"compound interest can really rack up over years of being in a low paid work , making moving on more daunting",interest,,5,,,
732,217,Depth5_513,Depth4_390,"less advantaged students from poorer backgrounds should not be disadvantaged solely due to their poverty . after all , how else will the poverty trap be broken ?",background,,5,,,
733,218,Depth5_515,Depth4_404,"not everyone needs to access university , many people go for the experience rather than to gain a useful qualification leading to a career . certain degrees that benefit the tax payer should be subsidised whereas hobby based degrees should be paid for by the student",access,career,5,tax,,
734,219,Depth5_516,Depth4_404,everyone pays taxes and those with university education often have better paid job so pay more back in taxes as it is .,job,tax,5,,,
735,220,Depth5_518,Depth4_404,"some cities are more expensive to live in than others , despite offering a similar level of education . hence , access to university depends more on location than tax paying by this logic .",access,tax,5,,,
736,221,Depth5_520,Depth4_416,"not everyone does a degree with a specific job in mind . it is down to the individual to plan ahead and consider their career options carefully . the loan percentage is deducted based on salary . the higher the pay , the higher the deduction .",loan,career,5,job,,
737,222,Depth5_521,Depth4_416,there is mental pressure if someone can not find a job soon after leaving university with a mounting debt . it may be a small amount of money taken but at a time when people need money to set up in life .,job,debt,5,,,
738,223,Depth5_523,Depth4_416,"the current system , without the help of loans , provides an non-intellect based advantage to the more wealthy . hence , the argument of being put in a better position only applies to the more well-off primarily .",loan,,5,,,
739,224,Depth5_526,Depth4_364,a lot of people can not afford to go to university due to the high fees and reduced maintenance loans and the end of maintenance grants . this can lead to inequality within society and a reduced talent pool in society .,loan,afford,5,society,,
740,225,Depth5_527,Depth4_364,"free education should n't be limited to the most talented people , everyone should have the opportunity of higher education no matter their background",free,background,5,,,
741,226,Depth5_530,Depth4_375,"yes , but in the meantime they need to live and maybe even provide for a family , there should be grants available or they should be paid a decent wage .",family,,5,,,
742,227,Depth5_535,Depth4_386,"even with higher repayments , the loan is constantly gathering interest and the payments will take a whilst to start paying off the actual loan",interest,loan,5,,,
743,228,Depth5_536,Depth4_386,having a 50k student debt is a huge deterrent for those applying for university . interest on the loans are a lot higher so the loan will just increase further .,interest,loan,5,debt,,
744,229,Depth5_537,Depth4_386,"i agree with the loan seeming more insignificant , if they have a high salary , but that will only be a very small percentage of people . it wo n't happen as soon as someone has graduated",loan,,5,,,
745,230,Depth5_542,Depth4_393,so why not tax people once they have graduated and landed a well paid job within the industry their degree is related too,job,tax,5,,,
746,231,Depth5_543,Depth4_393,"10 years ago education at university level was free and students were given grants not loans . so why should it be different now , the government provided funding then , so why should it be different for this generation .",loan,free,5,government,,
747,232,Depth5_546,Depth4_405,we need increased skills in our society to better our country and life . such professions like teaching and being a nurse have rather poor salaries in comparison to the demand of their service in society .,society,,5,,,
748,233,Depth5_551,Depth4_417,today's generations are poorer than those of their parents in order to benefit society universities should at least have lower fees into order to attract more students and educate more of the population .,society,,5,,,
749,234,Depth5_552,Depth4_417,if the tax was spread across everyone it would be a significantly smaller amount per person,tax,,5,,,
750,235,Depth5_556,Depth4_423,"this does n't account for the array of personal situations ( class/income/social groups/minorities ) who 's full contribution potential is lost , not having access to further/higher education , in turn earning and contributing less .",access,,5,,,
751,236,Depth5_557,Depth4_423,the access to the options to pay for fees that you mention are often limited by a persons life circumstances . working hard doesnt always mean success its not that easy .,access,,5,,,
752,237,Depth5_559,Depth4_433,the loans you speak of are very risky unlike the government loans . there is great risk of bankruptcy when taking certain loans in large amounts .,loan,government,5,,,
753,238,Depth5_561,Depth4_433,"the current policies which currently protect this kind of loan could easily be changed , and might yet if the tories stay in government",loan,government,5,,,
754,239,Depth5_563,Depth4_433,"bad credit scores should have no affect on people's ability to secure a loan , especially if it comes to helping them secure a well paid job .",loan,job,5,,,
755,240,Depth5_565,Depth4_440,"i am sure everyone respects their education free or not , and those that don't finish think long and hard before doing so",free,,5,,,
756,241,Depth5_568,Depth4_440,"if it meant keeping university fees free , it would also be a good idea here to make sure people are securing the necessary grades to proceed through uni without paying .",free,,5,,,
757,242,Depth5_569,Depth4_462,there is still a burden on middle to low income earners who have to pay back the loan and it significantly affects their future purchasing power . we must take these people into account ( there are many of them ) .,loan,,5,,,
758,243,Depth5_571,Depth4_462,"some graduates who graduate and never reach this threshold , a cost to the economy . free or not , this loss will be less due to the interest on those loans and the cost to infrastructure to serve them",interest,loan,5,free,,
759,244,Depth5_574,Depth4_470,there are very few scholarships about . suggesting this as a means for the majority of poorer people is simple not reasonable .,scholarship,,5,,,
760,245,Depth5_577,Depth4_470,scholarships are only available in certain subjects and at some universities so the course that can be studied could be significantly affected,scholarship,,5,,,
761,246,Depth5_578,Depth4_470,"even with high grades at a levels or college , people still may not secure scholarships . it's hard to predict that will happen and those who are the main providers should be given fairer loans .",loan,scholarship,5,,,
762,247,Depth5_579,Depth4_484,"although free education would be wasted on some , it should still be available to all if we are to live in a fairer , more equal society .",society,free,5,,,
763,248,Depth5_584,Depth4_426,"people can only achieve what they are able to achieve , a degree is not a ticket to a job . it doesn't help that interest is still applied during periods of unemployment such as maternity leave or leave for childcare .",interest,job,5,,,
764,249,Depth5_585,Depth4_426,there is more pressure because it is important to reduce the debt you obtain through student loans,loan,debt,5,,,
765,250,Depth5_588,Depth4_426,with the large amount borrowed the interest accumulates very quickly and tends to cause the loan to increase,interest,loan,5,,,
766,251,Depth5_590,Depth4_434,so not being able to afford the fee 's put those at a disadvantage in finding a job,afford,job,5,,,
767,252,Depth5_592,Depth4_434,more often than not we see people getting better jobs through other routes but having no fees would definitely promote university culture .,job,,5,,,
768,253,Depth5_593,Depth4_434,degrees are not worth what they used to be . many graduates wind up in low paying jobs unrelated to their job regardless .,job,,5,,,
769,254,Depth5_594,Depth4_446,the public would not agree to increasing tax or sacrificing other things to increase the amount of money available to provide free education . this way works best but it is not perfect . there are areas such as the vulnerable and the nhs that need money more .,free,tax,5,,,
770,255,Depth5_595,Depth4_446,"student loans barely cover the cost of student accommodation , never mind the cost of living or any disposable income",loan,,5,,,
771,256,Depth5_598,Depth4_446,maintenance grant 's are n't available anymore . most students have to get jobs unless they have help from family . free education would allow students to solely focus on their studies .,family,free,5,job,,
772,257,Depth5_602,Depth4_465,"completely agree , university is not and should not be used as a route to a possibly better career , realistically it means nothing now .",career,,5,,,
773,258,Depth5_603,Depth4_465,many people ca n't . often people wind up getting lower paying jobs unrelated to their degree and the 'grace period ' just causes interest to accumulate,interest,job,5,,,
774,259,Depth5_606,Depth4_471,it is wrong to make people to take out loans just to get through university,loan,,5,,,
775,260,Depth5_607,Depth4_471,just because you get a loan does not mean it covers the remaining cost of living and covering your family .,family,loan,5,,,
776,261,Depth5_608,Depth4_471,people often dont fully repay the loan anyway . would n't it be easier to abolish fees to make it fair for all people ?,loan,,5,,,
777,262,Depth5_610,Depth4_486,"the same argument could be used for schools - why is that free and university is n't ? school is wasted on some people who do not show up/ do not try in exams , yet that is still free",free,,5,,,
778,263,Depth5_613,Depth4_486,that 's not necessarily true . gaining a degree takes a lot of time and effort . people unlikely to put in the effort are unlikely to go through it if it 's free . making it free would allow people who see cost as a barrier to gain an education,free,,5,,,
779,264,Depth5_615,Depth4_427,the interest rate is high and even paying off a monthly amount from a highly paid job is paying off the interest and not the actual loan itself,interest,loan,5,job,,
780,265,Depth5_617,Depth4_427,"highly paid jobs are n't falling from trees , so a lot of graduates end up taking jobs that wo n't enough with cost living to pay the loans back .",loan,job,5,,,
781,266,Depth5_618,Depth4_427,it causes unnecessary stress to rush and settle down in a high paid career rather than exploring options . a race to earn money rather than pursue and enjoy your job choice .,career,job,5,,,
782,267,Depth5_619,Depth4_436,some people are forced into debt due to circumstances beyond their control and a degree has consistently been proven to be a factor that influences lifetime earnings .,debt,,5,,,
783,268,Depth5_620,Depth4_436,"people usually do n't have an opportunity to build credit whilst in school , so basing a student loan on a credit score seems ridiculous",loan,,5,,,
784,269,Depth5_622,Depth4_436,the cost of living is to high to circumnavigate the loan and the interest on it .,interest,loan,5,,,
785,270,Depth5_627,Depth4_447,which is even more of a reason to remove university fees . we have high taxes here as swell as a high cost of living .,tax,,5,,,
786,271,Depth5_628,Depth4_447,everybody can easy access the free education allowing more people the opportunity to pursue higher paid careers allowing more people to pay larger amounts of tax .,free,access,5,career,tax,
787,272,Depth5_629,Depth4_466,often those higher paying jobs are de facto reserved for students of only the most elite universities . this means that many students who attend less prestigious institutions still end up in low paying jobs .,job,,5,,,
788,273,Depth5_633,Depth4_466,"i believe that charging for education is elitist , allowing rich people access to the best education only ensures that wealth is concentrated within their families and allowing them to hoard more wealth in the future .",family,access,5,,,
789,274,Depth5_636,Depth4_476,but higher education opens doors . we are pressured in society to have degrees to succeed . and at a cost .,society,,5,,,
790,275,Depth5_637,Depth4_476,there is no job that pays well enough for a person to study and be the main provider .,job,,5,,,
791,276,Depth5_638,Depth4_476,student loans only keep people shackled with lifelong debt slavery . being unable to build personal wealth and invest in a pension ensures that they will be working long into their life and unable to enjoy the production of their career .,loan,career,5,debt,,
792,277,Depth5_639,Depth4_491,abolishing university fees would negate the need to treat them differently in the first place . the ability to access higher education should not depend on personal wealth .,access,,5,,,
793,278,Depth5_640,Depth4_491,"just because an individual has wealthy parents , does not mean they are wealthy , by looking at a family 's circumstance it does not reflect the student 's circumstance .",family,,5,,,
794,279,Depth5_642,Depth4_491,"that is known as elitism , where the well off have access to higher education thus giving them a better paying job .",access,job,5,,,
795,280,Depth5_647,Depth4_492,if i took out a mortgage i would expect to be means tested and repay the loan that i had taken out,loan,,5,,,
796,281,Depth5_650,Depth4_504,people who get a job straight after leaving school would be better off than people who have spent 3 years working really hard to obtain further knowledge and qualifications,job,,5,,,
797,282,Depth5_651,Depth4_504,if student fees were abolished then there would be no need for loans so it would take away this pressure on young people,loan,,5,,,
798,283,Depth5_653,Depth4_504,"i agree , students do end up paying back loans their entire lives , this puts people off going to uni in the first place or getting a well paid job once they have finished . if fee 's were abolished everyone would be able to attend university without fear",loan,job,5,,,
799,284,Depth5_655,Depth4_517,why should young people be in debt for most of their life simply for choosing to improve themselves ? they are contributing to society as a whole by bringing skills and knowledge gained at university,society,debt,5,,,
800,285,Depth5_656,Depth4_517,they will then be forced to put off their education for a year and they may not bother going to university which means they might miss out on job opportunities later in life,job,,5,,,
801,286,Depth5_658,Depth4_517,"with the cost of living these days , one years salary will not even make a dent in a student loan",loan,,5,,,
802,287,Depth5_660,Depth4_526,why should only bright students benefit from scholarships ? there are also students who may not be deemed the brightest in the class' but they are eager and willing to learn,scholarship,,5,,,
803,288,Depth5_661,Depth4_526,but they might not be bright enough for a scholarship but with hard work still achieve excellent grades,scholarship,,5,,,
804,289,Depth5_663,Depth4_526,"but what about your average families , your every day working white families in average areas who may have multiple children and still can not afford to send all of them to university",family,afford,5,,,
805,290,Depth5_665,Depth4_535,"i agree that advice should be given before starting a degree so that the student knows their options , but again , you can't assume they'll get help from their family , it's discriminating against poorer families",family,,5,,,
806,291,Depth5_666,Depth4_535,the family may not be in a financial position to help and they may not qualify for a scholarship,family,scholarship,5,,,
807,292,Depth5_668,Depth4_535,"not every family has the means to support their child attending university , some children come from the care system who have no family",family,,5,,,
808,293,Depth5_671,Depth4_544,but the idea of being in a large amount of debt for a long time may put some people off of going to university,debt,,5,,,
809,294,Depth5_674,Depth4_496,everyone has debts no matter what . there should be a better support system in place to avoid that .,debt,,5,,,
810,295,Depth5_675,Depth4_496,"agreed its not beneficial for students to have debts but means testing students , can result in a further inequality divide and students from from high income backgrounds being seen as more likely to repay loans",loan,debt,5,background,,
811,296,Depth5_677,Depth4_496,at the end of the day you need to be stable to afford education and any payback should be in assisted,afford,,5,,,
812,297,Depth5_678,Depth4_496,"if some students are paying less towards repaying their loans , then there will be a higher burden on other students and fees may rise to mitigate the difference . fees should be lower in general so that everyone can afford them . rather than having some paying more and some paying less .",loan,afford,5,,,
813,298,Depth5_681,Depth4_505,it could take some time for a graduate to actually be earning more than enough just to match the interest increase of the loan they are repaying,interest,loan,5,,,
814,299,Depth5_682,Depth4_505,"rubbish , the interest rate is something ridiculous like 9 % and i bet the interest is added daily meaning the actual interest rate is a lot higher",interest,,5,,,
815,300,Depth5_683,Depth4_505,the interest for a education loan should be the same as any other one from bank clients even if they have to pay it back their whole life's .,interest,loan,5,,,
816,301,Depth5_685,Depth4_505,"it depends whether students are reaching the desired income to completely pay back their student loans . some students will spend their entire life paying back student loan interest alone , which is unfair .",interest,loan,5,,,
817,302,Depth5_686,Depth4_518,"however , apprenticeships are not for everyone . people want to get a degree but ca n't afford to .",afford,,5,,,
818,303,Depth5_687,Depth4_518,the job opportunities may not even be available for them to balance with their studies,job,,5,,,
819,304,Depth5_688,Depth4_518,the interest rates are not lower and the government shouldn't be punishing people who are seeking employment and skills and instead focus on other areas to save money,interest,government,5,,,
820,305,Depth5_693,Depth4_528,"the grants and loans are not necessarily enough to make ends meet especially in high cost of living areas , where parental support maybe needed",loan,,5,,,
821,306,Depth5_694,Depth4_528,you could have rich parents so don't get any maintenance loans but the parents might not give you any money,loan,,5,,,
822,307,Depth5_697,Depth4_528,"the grants and loans provided are not sufficient for many people to live on , especially if they face additional financial barriers or are entering university later in life .",loan,,5,,,
823,308,Depth5_698,Depth4_538,"however , not all schools do this . not many students are given support , especially in low income backgrounds .",background,,5,,,
824,309,Depth5_699,Depth4_538,if degrees are what students are using to place themselves for future careers they should be fully aware of where their degree may take them . so they can make a fully informed choice on what field of study would best suit them,career,,5,,,
